cell_type,cell_type_nt,cell_type_confidence,known_nt,known_nt_source,ito_lee_hemilineage,hartenstein_hemilineage,morphology_group,flow,cell_class,cell_sub_class,acetylcholine_fafb_n,acetylcholine_cell_type_fafb_confidence_sum,glutamate_fafb_n,glutamate_cell_type_fafb_confidence_sum,serotonin_fafb_n,dopamine_fafb_n,serotonin_cell_type_fafb_confidence_sum,dopamine_cell_type_fafb_confidence_sum,gaba_fafb_n,gaba_cell_type_fafb_confidence_sum,octopamine_fafb_n,octopamine_cell_type_fafb_confidence_sum,hemibrain_type,hemibrain_type_nt,hemibrain_type_confidence,acetylcholine_hemibrain_n,acetylcholine_cell_type_hemibrain_confidence_sum,glutamate_hemibrain_n,glutamate_cell_type_hemibrain_confidence_sum,dopamine_hemibrain_n,dopamine_cell_type_hemibrain_confidence_sum,serotonin_hemibrain_n,serotonin_cell_type_hemibrain_confidence_sum,gaba_hemibrain_n,gaba_cell_type_hemibrain_confidence_sum,octopamine_hemibrain_n,octopamine_cell_type_hemibrain_confidence_sum
CB0369,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0370,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0377,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0378,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1549999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0408,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0410,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2570000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0413,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0419,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0422,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0426,gaba,0.96,NA,NA,putative_primary,NA,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3820000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0436,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0438,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0443,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0444,gaba,0.96,NA,NA,putative_primary,NA,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0449,gaba,0.96,NA,NA,putative_primary,NA,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0455,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0459,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0465,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2069999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0466,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0480,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0481,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0484,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1440000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0486,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1720000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0487,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0491,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0492,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0495,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0496,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0497,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4969999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0503,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0516,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0524,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4849999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0527,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0534,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0540,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5470000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0543,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0544,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0547,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0556,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0568,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0580,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0582,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0584,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0612,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.0550000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0625,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0626,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0628,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0629,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0646,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0677,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1480000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0679,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0685,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0688,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0689,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0690,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0698,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0718,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3719999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0721,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.0710000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0724,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0740,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.1179999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0753,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0754,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0779,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0781,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0786,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0787,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0792,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2109999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0798,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0806,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0807,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.5390000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0814,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0817,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0821,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0830,gaba,0.78,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0833,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0839,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0850,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0851,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0856,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0857,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0859,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.2690000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0860,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0862,gaba,0.6,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0863,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0865,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0866,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0867,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0869,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0870,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0890,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0891,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4180000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0903,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3010000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB0964,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.6510000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB1366,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2513,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2516,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB2700,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3286,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3622,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3662,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3680,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.0630000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CB3813,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CL063,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.377,NA,NA,CL063,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.718,NA,NA
CL064,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.353,NA,NA,CL064,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.739,NA,NA
CL066,gaba,0.96,NA,NA,putative_primary,putative_primary,NA,intrinsic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.278,NA,NA,CL066,gaba,0.8,NA,NA,NA,NA,NA,NA,NA,NA,1,0.605,NA,NA
